location,total_sqft,bath,bhk
Begur Road,1200.0,2.0,2
Bommanahalli,1355.0,2.0,2
R.T. Nagar,2400.0,3.0,3
Koramangala,1355.0,2.0,2
Electronic City,1070.0,2.0,2
CV Raman Nagar,1980.0,4.0,3
Bommasandra,842.0,2.0,2
Bannerghatta Road,700.0,1.0,1
Raja Rajeshwari Nagar,1196.0,2.0,2
Varthur,2145.0,3.0,3
Whitefield,1220.0,2.0,2
6th Phase JP Nagar,1192.0,2.0,2
Marathahalli,1449.0,3.0,3
Ardendale,2500.0,3.0,3
Electronic City,1700.0,3.0,3
Hebbal,1920.0,3.0,3
Hoodi,1447.0,3.0,2
Kanakpura Road,1329.0,2.0,2
Sarjapur  Road,1314.0,2.0,3
other,1200.0,3.0,3
Basavangudi,1214.0,3.0,6
Hosa Road,1513.0,3.0,3
Vittasandra,1246.0,2.0,2
Ganga Nagar,705.0,1.0,1
Dasarahalli,1220.0,2.0,2
Kaval Byrasandra,1400.0,3.0,3
Kasavanhalli,1245.0,2.0,2
Nagavara,2000.0,2.0,3
Gollarapalya Hosahalli,996.0,2.0,2
Yelahanka New Town,1000.0,2.0,2
Thanisandra,1261.0,2.0,3
Kammasandra,982.0,2.0,2
Bommasandra,1260.0,3.0,3
HSR Layout,1590.0,2.0,3
Horamavu Agara,1220.0,2.0,2
Green Glen Layout,1750.0,3.0,3
Malleshwaram,1500.0,2.0,2
Varthur,1560.0,3.0,3
Whitefield,3758.0,3.0,3
Kaggalipura,3150.0,5.0,4
Karuna Nagar,1960.0,3.0,3
JP Nagar,3200.0,5.0,4
Yeshwanthpur,1195.0,2.0,2
Ulsoor,450.0,3.0,3
other,4304.0,4.0,4
other,648.0,1.0,1
Sarjapur  Road,2100.0,3.0,3
other,4209.0,4.0,4
Kudlu,1027.0,2.0,2
Whitefield,1575.0,4.0,4
Bommasandra,1365.0,3.0,3
Yelahanka New Town,650.0,1.0,1
Chandapura,1200.0,2.0,3
Cooke Town,1100.0,2.0,2
Banashankari,1100.0,2.0,2
Kammasandra,1500.0,3.0,3
other,1200.0,5.0,4
other,1125.0,3.0,4
Vittasandra,1246.0,2.0,2
other,500.0,1.0,1
other,2400.0,4.0,5
Kaikondrahalli,1200.0,4.0,4
Yelahanka New Town,600.0,2.0,2
2nd Stage Nagarbhavi,600.0,3.0,4
Vittasandra,1404.0,2.0,2
Ramagondanahalli,1610.0,2.0,3
Varthur,1760.0,2.0,2
Kudlu,1110.0,2.0,2
Rajaji Nagar,2415.0,3.0,3
Gunjur,1235.0,2.0,2
other,1115.0,2.0,2
Harlur,1197.0,2.0,2
Begur Road,644.0,1.0,1
Bellandur,1251.0,2.0,2
Neeladri Nagar,1105.0,2.0,2
Kammanahalli,1600.0,4.0,4
Hormavu,1206.0,2.0,2
Choodasandra,1560.0,3.0,3
7th Phase JP Nagar,750.0,1.0,1
Billekahalli,1035.0,2.0,2
Ramamurthy Nagar,1200.0,6.0,7
Sarjapur  Road,702.0,1.0,1
Attibele,1700.0,3.0,3
HRBR Layout,1145.0,2.0,2
Green Glen Layout,1885.0,3.0,3
Old Madras Road,935.0,2.0,2
Old Madras Road,1171.0,2.0,2
Singasandra,1465.0,2.0,2
Budigere,1820.0,3.0,3
Raja Rajeshwari Nagar,1580.0,2.0,3
Hennur Road,1445.0,2.0,3
Kothanur,1140.0,2.0,2
Rachenahalli,2600.0,3.0,3
Jakkur,1473.0,2.0,2
Kathriguppe,1350.0,3.0,3
Prithvi Layout,4040.0,4.0,4
CV Raman Nagar,1980.0,4.0,3
Hoodi,1660.0,3.0,3
Kogilu,2456.0,7.0,7
Chamrajpet,650.0,2.0,2
Neeladri Nagar,4000.0,5.0,5
Malleshwaram,2475.0,4.0,3
other,1495.0,3.0,3
R.T. Nagar,1080.0,2.0,2
Kanakpura Road,800.0,5.0,4
7th Phase JP Nagar,1050.0,2.0,2
Begur,2400.0,3.0,3
Ulsoor,840.0,1.0,1
Uttarahalli,1000.0,2.0,2
Kammasandra,985.0,2.0,2
BTM 2nd Stage,1200.0,2.0,2
Ambalipura,1650.0,3.0,3
5th Block Hbr Layout,1200.0,5.0,5
Sarjapur  Road,1240.0,4.0,4
Ramagondanahalli,1200.0,3.0,3
Haralur Road,1140.0,2.0,2
HSR Layout,1120.0,2.0,2
Sector 7 HSR Layout,1760.0,3.0,3
Hennur Road,973.0,2.0,2
Kundalahalli,1724.0,3.0,3
Banashankari,1020.0,2.0,2
other,1200.0,4.0,4
Electronic City,750.0,1.0,1
Kambipura,883.0,2.0,2
other,660.0,2.0,2
Ramagondanahalli,2787.0,5.0,4
Kothanur,1787.0,3.0,3
Sarjapur  Road,1320.0,2.0,2
other,793.0,1.0,1
GM Palaya,675.0,1.0,1
Jalahalli East,1035.0,2.0,2
Sarjapur  Road,1800.0,3.0,3
Green Glen Layout,1625.0,3.0,3
Electronic City Phase II,1125.0,2.0,2
Amruthahalli,1025.0,2.0,2
Hennur Road,1482.0,2.0,3
other,1630.0,2.0,3
Arekere,900.0,2.0,2
Yelahanka,1355.0,2.0,3
1st Block Koramangala,2360.0,4.0,4
Akshaya Nagar,1200.0,2.0,2
other,3000.0,3.0,3
5th Phase JP Nagar,812.0,2.0,2
Basaveshwara Nagar,1200.0,2.0,2
Marathahalli,1360.0,2.0,2
Rachenahalli,1756.0,3.0,3
Haralur Road,1300.0,2.0,2
Anandapura,1141.0,2.0,2
Hormavu,1310.0,2.0,2
Gubbalala,1745.0,3.0,3
KR Puram,1200.0,5.0,5
Raja Rajeshwari Nagar,1050.0,2.0,2
Banashankari,2400.0,4.0,4
Electronic City Phase II,1140.0,2.0,2
Varthur,1210.0,2.0,2
Kasavanhalli,2035.0,3.0,3
Sarjapur,633.0,1.0,1
Amruthahalli,485.0,1.0,1
Varthur,1112.0,2.0,2
Sarjapur  Road,2275.0,4.0,3
other,1419.0,3.0,3
other,2020.0,3.0,3
Kundalahalli,1047.0,2.0,2
Thanisandra,1884.0,4.0,3
Malleshpalya,1200.0,3.0,3
Bannerghatta Road,905.0,2.0,2
JP Nagar,1500.0,2.0,3
other,850.0,1.0,1
Bommasandra Industrial Area,1125.0,2.0,2
Tindlu,1165.0,2.0,2
Hennur Road,1305.0,2.0,3
Billekahalli,1125.0,2.0,2
Hosa Road,625.0,1.0,1
Kundalahalli,1724.0,3.0,3
other,400.0,1.0,1
other,823.0,2.0,2
7th Phase JP Nagar,990.0,2.0,2
Kothanur,1185.0,2.0,2
Kadubeesanahalli,1140.0,2.0,2
Ambedkar Nagar,1950.0,4.0,3
Yelahanka,1756.0,3.0,3
Kumaraswami Layout,2600.0,4.0,4
Chandapura,520.0,1.0,1
Whitefield,1216.0,2.0,2
Sarjapur  Road,1026.0,2.0,2
Sarjapur  Road,3335.0,4.0,4
Kodichikkanahalli,2700.0,4.0,5
Begur,1411.0,2.0,3
Bannerghatta,1320.0,2.0,2
OMBR Layout,615.0,4.0,4
Kalena Agrahara,1804.0,3.0,3
HSR Layout,1140.0,2.0,2
Banjara Layout,1200.0,4.0,4
Hebbal,2375.0,4.0,4
other,1750.0,3.0,3
other,960.0,5.0,9
TC Palaya,1152.0,2.0,2
Lingadheeranahalli,1684.0,3.0,3
Panathur,1075.0,2.0,2
Hebbal,1420.0,2.0,2
Shampura,2800.0,5.0,7
Domlur,1850.0,3.0,3
other,2150.0,3.0,3
5th Block Hbr Layout,5100.0,5.0,6
Kadugodi,1875.0,2.0,3
Hulimavu,1260.0,2.0,3
Kengeri,2500.0,4.0,5
Begur Road,1241.0,2.0,2
other,1500.0,1.0,2
Electronic City,1070.0,2.0,2
Begur,815.0,2.0,2
Malleshwaram,1400.0,2.0,2
Varthur,1740.0,4.0,4
Sarjapur  Road,1216.0,2.0,2
other,2200.0,2.0,3
Hegde Nagar,3500.0,5.0,4
Shampura,970.0,6.0,6
Vidyaranyapura,3150.0,7.0,7
Marathahalli,1026.0,2.0,2
Hulimavu,450.0,1.0,1
KR Puram,1205.0,2.0,2
Anekal,420.0,1.0,1
Doddakallasandra,1270.0,2.0,2
Anekal,614.0,1.0,2
Margondanahalli,1050.0,2.0,2
other,1200.0,3.0,3
Poorna Pragna Layout,960.0,2.0,2
NGR Layout,1021.0,2.0,2
Hegde Nagar,2162.03,4.0,3
Channasandra,1065.0,2.0,2
Attibele,400.0,1.0,1
Vijayanagar,1500.0,4.0,4
Sanjay nagar,1050.0,2.0,2
KR Puram,1827.0,3.0,3
Thanisandra,1930.0,4.0,3
Mysore Road,883.0,2.0,2
Kengeri,550.0,1.0,1
other,1350.0,4.0,4
Raja Rajeshwari Nagar,1021.0,3.0,3
Nagarbhavi,1400.0,2.0,3
Doddaballapur,2400.0,3.0,4
Munnekollal,1200.0,2.0,3
JP Nagar,1520.0,3.0,3
Thanisandra,777.0,1.0,1
EPIP Zone,2710.0,3.0,3
Kenchenahalli,1150.0,2.0,2
Mahalakshmi Layout,1200.0,2.0,3
Hebbal,1252.0,2.0,2
Marathahalli,1270.0,2.0,2
Tumkur Road,992.0,2.0,2
Kumaraswami Layout,3200.0,7.0,7
other,800.0,2.0,3
other,1400.0,3.0,3
Bommasandra,1400.0,6.0,5
Murugeshpalya,1344.0,2.0,3
Whitefield,5400.0,5.0,4
Nagappa Reddy Layout,1495.0,2.0,3
Whitefield,1396.0,3.0,3
Garudachar Palya,1610.0,2.0,3
Tindlu,1050.0,2.0,2
Ramamurthy Nagar,1050.0,2.0,2
Yelahanka,1104.0,2.0,2
Hennur Road,1165.0,2.0,2
Kudlu,1027.0,2.0,2
Hormavu,1310.0,2.0,2
1st Block Koramangala,1000.0,2.0,2
other,2240.0,3.0,3
Varthur,986.0,2.0,2
Banashankari Stage III,1350.0,1.0,1
9th Phase JP Nagar,800.0,8.0,8
Akshaya Nagar,1893.0,4.0,3
Gollarapalya Hosahalli,1318.0,3.0,3
Kereguddadahalli,800.0,2.0,2
Jalahalli East,1010.0,2.0,2
Banashankari,1260.0,2.0,2
other,1520.0,3.0,3
Harlur,1197.0,2.0,2
other,910.0,4.0,5
Thanisandra,1241.0,2.0,3
Kasavanhalli,1747.0,3.0,3
other,600.0,4.0,4
other,1524.0,4.0,3
Hennur Road,980.0,2.0,2
Dasanapura,966.0,2.0,2
Sarjapur  Road,1112.0,2.0,2
Hennur,1830.0,2.0,3
Yelahanka,1175.0,2.0,2
Horamavu Banaswadi,1025.0,2.0,2
Hennur Road,1232.0,2.0,2
5th Phase JP Nagar,1010.0,2.0,2
Battarahalli,1590.0,2.0,2
Electronic City Phase II,1252.0,2.0,3
Yelahanka,1322.0,2.0,2
7th Phase JP Nagar,1000.0,1.0,1
Harlur,1755.0,3.0,3
Electronic City Phase II,1135.0,2.0,2
Electronic City,1200.0,4.0,4
Nagavarapalya,1260.0,2.0,2
Hoodi,3250.0,5.0,5
Ambedkar Nagar,3500.0,4.0,4
Electronic City Phase II,1305.0,3.0,3
Uttarahalli,1125.0,1.0,2
KR Puram,1075.0,2.0,2
Thanisandra,2999.97,6.0,6
Kadugodi,1150.0,2.0,2
other,1440.0,4.0,4
Hennur Road,1085.0,2.0,2
Hebbal Kempapura,1785.0,3.0,3
Malleshwaram,2475.0,4.0,3
Thanisandra,1930.0,4.0,3
Kumaraswami Layout,2450.0,3.0,4
other,1200.0,4.0,4
Bannerghatta Road,1920.0,3.0,3
Kothannur,1085.0,2.0,2
Thanisandra,760.0,1.0,1
Sahakara Nagar,1201.0,2.0,2
Electronic City,1615.0,3.0,3
HSR Layout,1289.0,2.0,2
Kasavanhalli,1377.0,2.0,2
Cunningham Road,2880.0,3.0,3
other,1892.0,3.0,3
Shivaji Nagar,2176.0,3.0,3
Thanisandra,663.0,1.0,1
Talaghattapura,3554.0,4.0,3
Seegehalli,1176.0,2.0,2
Thanisandra,1801.0,3.0,3
Parappana Agrahara,1194.0,2.0,2
NRI Layout,2400.0,2.0,2
Sarjapur  Road,4250.0,4.0,4
Thanisandra,3671.0,4.0,4
Hoodi,2144.0,3.0,3
Hoskote,1065.0,2.0,2
Uttarahalli,1160.0,2.0,2
other,750.0,4.0,4
Parappana Agrahara,1194.0,2.0,2
2nd Phase Judicial Layout,1681.0,3.0,3
Bommasandra Industrial Area,1130.0,2.0,2
Iblur Village,3633.0,5.0,4
Bommasandra Industrial Area,1065.0,2.0,2
R.T. Nagar,1500.0,2.0,2
Panathur,1210.0,2.0,2
TC Palaya,1126.0,2.0,2
Rayasandra,1357.0,2.0,3
Kodigehaali,1600.0,3.0,4
Hennur Road,950.0,2.0,2
Bellandur,960.0,2.0,2
other,1625.0,3.0,3
Kaggalipura,2200.0,4.0,3
Ambalipura,1607.0,2.0,3
Cooke Town,2300.0,3.0,3
Yeshwanthpur,2500.0,5.0,6
Bellandur,1690.0,2.0,3
Haralur Road,1243.0,2.0,2
Electronic City Phase II,1165.0,2.0,2
BTM Layout,1196.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Old Madras Road,1630.0,3.0,3
Chikkabanavar,1067.0,2.0,2
Kanakpura Road,1299.0,2.0,2
Panathur,1343.0,2.0,2
Lingadheeranahalli,2236.0,4.0,4
Domlur,2955.0,3.0,3
Balagere,1205.0,2.0,2
Thyagaraja Nagar,1270.0,2.0,3
other,1353.0,2.0,3
other,1950.2,3.0,3
Sarjapur  Road,1157.0,2.0,3
Kanakapura,825.0,1.0,1
Yelahanka,602.0,1.0,1
Malleshwaram,3000.0,4.0,5
Hoodi,1108.0,2.0,2
Thyagaraja Nagar,1040.0,2.0,2
Sarjapur,1451.0,2.0,2
Raja Rajeshwari Nagar,1196.0,2.0,2
Kanakpura Road,850.0,1.0,1
other,2171.66,3.0,3
Kudlu,720.0,1.0,1
Thanisandra,1573.0,3.0,3
Sarjapur  Road,1026.0,2.0,2
CV Raman Nagar,1400.0,2.0,3
Banashankari Stage III,2100.0,3.0,4
Raja Rajeshwari Nagar,1500.0,3.0,3
Malleshwaram,2400.0,3.0,3
HRBR Layout,1200.0,3.0,3
Kothanur,1790.0,3.0,3
Ramagondanahalli,1125.0,2.0,2
Hennur,1830.5,3.0,3
Marathahalli,1100.0,2.0,2
Banaswadi,1105.0,2.0,2
Dasanapura,708.0,1.0,1
Kudlu,1027.0,2.0,2
other,1600.0,3.0,3
Thyagaraja Nagar,750.0,4.0,4
other,540.0,1.0,1
Dasarahalli,1200.0,2.0,2
Nagarbhavi,1200.0,5.0,5
Kalena Agrahara,1837.0,2.0,3
Balagere,1012.0,2.0,2
other,1950.2,3.0,3
Harlur,1197.0,2.0,2
BTM 2nd Stage,1100.0,2.0,2
other,2240.0,4.0,7
Hebbal Kempapura,3729.0,4.0,4
Sarjapur  Road,1600.0,3.0,3
Green Glen Layout,1715.0,3.0,3
Bannerghatta Road,2400.0,4.0,4
Ramagondanahalli,1151.0,2.0,2
Banaswadi,1200.0,6.0,6
Uttarahalli,1123.0,2.0,2
Yelahanka,1315.0,2.0,2
R.T. Nagar,1325.0,2.0,2
Jakkur,1660.0,3.0,3
Kodichikkanahalli,1299.0,2.0,2
Haralur Road,953.0,2.0,2
Gunjur,1457.0,2.0,2
Varthur,1000.0,1.0,2
Mallasandra,1100.0,2.0,3
Iblur Village,5515.0,6.0,5
Bellandur,950.0,1.0,1
Basaveshwara Nagar,1200.0,3.0,5
Hennur Road,1140.0,2.0,2
other,2100.0,3.0,3
other,600.0,3.0,4
other,1625.0,3.0,3
Lakshminarayana Pura,1615.0,3.0,3
Kalena Agrahara,1180.0,2.0,2
Nagasandra,1500.0,2.0,2
Bellandur,850.0,2.0,2
Kothanur,1130.0,2.0,2
CV Raman Nagar,907.0,2.0,2
HRBR Layout,1300.0,2.0,2
Hennur Road,1891.0,3.0,3
Kumaraswami Layout,2040.0,4.0,7
Devanahalli,1010.0,2.0,2
Electronic City,1221.0,2.0,2
Banashankari,2400.0,4.0,4
Hoodi,1108.0,2.0,2
Vidyaranyapura,1000.0,4.0,4
Sarjapur  Road,1370.0,2.0,2
Banashankari Stage V,920.0,2.0,2
Bhoganhalli,1277.0,2.0,2
Horamavu Agara,1213.0,2.0,2
Singasandra,1653.0,3.0,3
Sarjapur,2400.0,3.0,4
1st Block Koramangala,3000.0,5.0,4
Kothanur,1600.0,4.0,4
Badavala Nagar,1274.0,2.0,2
Lakshminarayana Pura,1195.0,2.0,2
Kammasandra,940.0,2.0,2
Budigere,1820.0,3.0,3
Whitefield,1615.0,3.0,3
Subramanyapura,985.0,2.0,2
Attibele,656.0,2.0,2
Kaggadasapura,1105.0,2.0,2
Anandapura,850.0,3.0,3
Uttarahalli,1000.0,2.0,2
Uttarahalli,1330.0,2.0,3
Old Madras Road,1165.0,2.0,2
Bannerghatta Road,1270.0,2.0,2
other,1427.0,2.0,3
Banashankari Stage III,1420.0,2.0,3
Kothanur,1600.0,5.0,4
other,2031.0,2.0,2
Bellandur,1454.0,2.0,2
other,2000.0,3.0,4
Sarjapur  Road,1346.0,2.0,2
other,700.0,1.0,1
JP Nagar,1405.0,2.0,2
Doddathoguru,1100.0,2.0,2
Chikka Tirupathi,2153.0,4.0,3
other,1200.0,3.0,3
Ulsoor,2135.0,3.0,3
Uttarahalli,1125.0,2.0,2
2nd Phase Judicial Layout,1350.0,2.0,3
Pai Layout,1068.0,2.0,2
Doddathoguru,940.0,2.0,2
Hosa Road,1063.0,2.0,2
Brookefield,1382.0,2.0,2
Harlur,936.0,2.0,2
Sarjapur  Road,475.0,1.0,1
other,1200.0,2.0,2
Kudlu,1162.0,2.0,2
Hosa Road,1161.0,2.0,2
Green Glen Layout,1623.29,2.0,3
Brookefield,1260.0,2.0,2
Billekahalli,1672.0,3.0,4
Seegehalli,3000.0,4.0,3
Murugeshpalya,1500.0,2.0,3
Budigere,705.0,1.0,1
other,1650.0,6.0,5
other,2000.0,3.0,3
Electronic City,1200.0,3.0,3
Nagarbhavi,1100.0,2.0,2
Ramagondanahalli,2257.0,3.0,3
other,595.0,1.0,1
Hoodi,1837.0,3.0,3
Green Glen Layout,1715.0,3.0,3
Hebbal Kempapura,1200.0,3.0,4
NRI Layout,2700.0,5.0,4
Raja Rajeshwari Nagar,1168.0,2.0,2
Begur Road,1160.0,2.0,2
Kumaraswami Layout,600.0,2.0,2
5th Phase JP Nagar,1200.0,7.0,8
ITPL,850.0,2.0,2
Ramamurthy Nagar,935.0,2.0,2
other,1200.0,5.0,5
Doddaballapur,654.0,1.0,1
Domlur,1650.0,3.0,3
Kaggalipura,950.0,2.0,2
Doddakallasandra,1072.0,2.0,2
Uttarahalli,1165.0,1.0,2
Kathriguppe,1390.0,2.0,3
Kalena Agrahara,1510.0,3.0,3
Thanisandra,1305.0,2.0,2
Vidyaranyapura,1200.0,6.0,6
Kodigehaali,866.0,2.0,2
Hulimavu,1231.0,2.0,2
Sompura,1360.0,2.0,3
Kanakpura Road,525.0,1.0,1
Hormavu,1020.0,2.0,2
Old Airport Road,3504.0,4.0,4
Vidyaranyapura,1100.0,2.0,2
Bannerghatta Road,4723.0,4.0,4
Kothannur,820.0,2.0,2
Sarjapur,3508.0,4.0,4
other,3700.0,4.0,4
Kalena Agrahara,1354.0,2.0,2
Basavangudi,2453.0,3.0,4
Garudachar Palya,1154.0,2.0,2
Raja Rajeshwari Nagar,1400.0,2.0,3
other,1625.0,3.0,3
Electronic City,1500.0,3.0,3
Bannerghatta Road,1520.0,2.0,3
Kadugodi,1762.0,3.0,3
Budigere,1153.0,2.0,2
Yelahanka,2650.0,4.0,4
Sompura,1350.0,2.0,3
Billekahalli,950.0,2.0,2
Jakkur,3295.0,3.0,3
Neeladri Nagar,1100.0,2.0,2
HBR Layout,1200.0,2.0,2
5th Phase JP Nagar,2500.0,8.0,7
Hoskote,1200.0,4.0,4
Padmanabhanagar,2051.0,3.0,3
BTM Layout,1470.0,2.0,3
Bannerghatta Road,1270.0,2.0,3
Hebbal Kempapura,1600.0,3.0,3
other,2505.0,3.0,3
Whitefield,1200.0,2.0,2
Horamavu Banaswadi,1081.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Sonnenahalli,605.0,1.0,1
Yelahanka,567.0,1.0,1
Rajaji Nagar,1718.0,3.0,2
Banashankari Stage VI,1410.5,2.0,3
Green Glen Layout,1715.0,3.0,3
Doddaballapur,3206.0,5.0,4
Kundalahalli,1500.0,4.0,4
Bannerghatta Road,1846.0,3.0,3
other,600.0,3.0,3
Thanisandra,1965.0,4.0,3
NGR Layout,1021.0,2.0,2
Haralur Road,1230.0,2.0,2
Uttarahalli,1260.0,2.0,2
Indira Nagar,2400.0,4.0,4
Lingadheeranahalli,1894.0,4.0,3
Jakkur,1950.0,3.0,3
Sector 2 HSR Layout,1231.0,2.0,2
Mahadevpura,1236.0,2.0,2
other,1650.0,3.0,3
Begur,1443.0,2.0,3
Ramamurthy Nagar,886.0,4.0,4
Uttarahalli,1284.0,2.0,2
other,350.0,3.0,4
other,875.0,3.0,3
Chikkalasandra,1325.0,2.0,2
other,2400.0,5.0,6
Kudlu Gate,1183.0,2.0,2
other,1750.0,3.0,3
other,747.0,1.0,1
Electronic City,1342.0,2.0,2
other,1738.0,3.0,3
Brookefield,1206.0,2.0,2
Hebbal,1162.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Sarjapur  Road,1857.0,4.0,3
Rajaji Nagar,1763.0,3.0,2
Uttarahalli,1150.0,2.0,2
Koramangala,2400.0,5.0,4
Chikkalasandra,1290.0,2.0,2
HBR Layout,900.0,2.0,2
Sanjay nagar,1150.0,2.0,2
Banashankari,1040.0,2.0,3
Sarjapur  Road,1750.0,3.0,4
Lingadheeranahalli,2240.0,4.0,4
Ambedkar Nagar,1852.0,3.0,3
Chandapura,1323.0,2.0,3
Vittasandra,1404.0,2.0,2
Dodda Nekkundi,1370.0,2.0,2
Gollarapalya Hosahalli,1129.0,2.0,2
Mahalakshmi Layout,1876.0,3.0,3
Jalahalli East,1200.0,4.0,4
Mysore Road,1175.0,2.0,2
other,500.0,1.0,1
Electronic City Phase II,1200.0,1.0,1
Hosa Road,1893.0,3.0,3
CV Raman Nagar,1392.0,2.0,2
Kanakpura Road,1938.0,3.0,3
other,2400.0,2.0,3
HBR Layout,1832.0,3.0,3
Konanakunte,1423.0,2.0,3
Jakkur,1432.0,2.0,2
other,1350.0,4.0,4
BTM 2nd Stage,1500.0,6.0,8
other,760.0,4.0,3
Hulimavu,1916.0,2.0,3
Hennur,1255.0,2.0,2
Yelenahalli,1160.0,2.0,2
Old Madras Road,2640.0,2.0,2
Bommanahalli,1160.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
7th Phase JP Nagar,1100.0,2.0,2
Ramagondanahalli,1500.0,3.0,3
Electronic City Phase II,1336.0,2.0,3
Choodasandra,1065.0,2.0,2
Hebbal,1294.0,2.0,2
Whitefield,1216.0,2.0,2
7th Phase JP Nagar,1430.0,2.0,3
Frazer Town,4100.0,4.0,4
Hoodi,1660.0,3.0,3
Jalahalli,1045.0,2.0,2
Anjanapura,950.0,2.0,2
Doddathoguru,1382.0,3.0,3
BTM 2nd Stage,930.0,2.0,2
Sarjapur  Road,1660.0,2.0,3
Dodda Nekkundi,1200.0,2.0,2
other,1650.0,3.0,3
Budigere,1636.0,3.0,3
Rajaji Nagar,2367.0,3.0,3
Hegde Nagar,2087.01,4.0,3
LB Shastri Nagar,1200.0,2.0,2
HSR Layout,1844.0,3.0,3
Begur Road,1215.0,2.0,2
Kanakpura Road,525.0,1.0,1
Bommasandra,955.0,2.0,2
Magadi Road,884.0,2.0,2
Kathriguppe,1250.0,2.0,2
Dodda Nekkundi,2400.0,4.0,3
Harlur,2990.0,4.0,4
Bellandur,1195.0,2.0,2
Begur,1200.0,2.0,2
Bommasandra,1089.0,2.0,2
Hennur Road,1165.0,2.0,2
Chandapura,410.0,1.0,1
Hennur,1482.0,3.0,3
Ramamurthy Nagar,1200.0,2.0,2
Kanakapura,1938.0,3.0,3
Mico Layout,1140.0,2.0,2
Hegde Nagar,3734.0,5.0,4
other,720.0,1.0,1
Nagarbhavi,1200.0,3.0,3
Sector 7 HSR Layout,1162.0,2.0,2
Ramamurthy Nagar,540.0,1.0,1
R.T. Nagar,1300.0,3.0,3
Doddathoguru,964.0,2.0,2
Bannerghatta,1120.0,2.0,2
other,600.0,1.0,1
Whitefield,2321.0,4.0,3
other,540.0,1.0,1
Hebbal,1150.0,2.0,2
Sonnenahalli,1484.0,3.0,3
Vidyaranyapura,1200.0,2.0,2
Kumaraswami Layout,3100.0,7.0,7
Whitefield,4007.0,4.0,4
Rajaji Nagar,2409.0,3.0,3
Haralur Road,1194.0,2.0,2
Vittasandra,1246.0,2.0,2
Old Airport Road,1055.0,2.0,2
Harlur,1370.0,2.0,2
Whitefield,1224.0,2.0,2
Kengeri Satellite Town,650.0,2.0,4
Kambipura,883.0,2.0,2
Raja Rajeshwari Nagar,1157.0,2.0,2
Raja Rajeshwari Nagar,1206.0,2.0,2
Electronic City Phase II,575.0,1.0,1
Koramangala,1600.0,3.0,3
other,2400.0,4.0,4
Electronic City,1128.0,2.0,2
Electronics City Phase 1,640.0,1.0,1
other,2400.0,3.0,3
Kanakapura,1090.0,2.0,2
Electronic City,589.0,1.0,1
Kogilu,1140.0,2.0,2
Sarjapur  Road,3150.0,4.0,4
Kundalahalli,1315.0,2.0,2
Bellandur,1435.0,2.0,3
Haralur Road,1092.0,2.0,2
Kadugodi,1314.0,2.0,2
Koramangala,1260.0,2.0,2
Nagarbhavi,1080.0,2.0,2
Nagasandra,4000.0,8.0,8
Hennur Road,1052.0,2.0,2
Kodigehaali,1442.0,3.0,3
Kaggadasapura,1500.0,2.0,3
Marsur,497.0,1.0,2
Hennur,1255.0,2.0,2
Kundalahalli,2100.0,3.0,3
Hennur Road,1450.0,2.0,2
Sarjapur  Road,1346.0,2.0,2
Kumaraswami Layout,1200.0,2.0,2
Electronic City Phase II,925.0,2.0,3
Dasarahalli,1160.0,2.0,2
Lingadheeranahalli,1768.0,3.0,3
Kothanur,1094.0,2.0,2
other,1500.0,3.0,3
Gubbalala,1745.0,3.0,3
Bommanahalli,2875.0,7.0,7
other,3500.0,3.0,4
Rajiv Nagar,2340.0,5.0,4
Whitefield,1655.0,3.0,3
Battarahalli,2024.0,3.0,3
other,3100.0,5.0,4
Iblur Village,1920.0,3.0,3
Kambipura,1082.0,2.0,3
Margondanahalli,1160.0,2.0,2
Vittasandra,1246.0,2.0,2
Hosa Road,615.0,1.0,1
7th Phase JP Nagar,1128.0,2.0,2
Sarjapur,1525.0,2.0,3
Yelahanka,602.0,2.0,1
Kumaraswami Layout,3000.0,4.0,7
other,1200.0,4.0,4
Murugeshpalya,1855.0,3.0,3
Sarjapur  Road,2089.0,3.0,3
Banashankari Stage VI,4800.0,3.0,4
Begur Road,1200.0,2.0,2
Sarjapur,1095.0,2.0,2
Ambedkar Nagar,2900.0,3.0,3
BTM 2nd Stage,2500.0,3.0,3
Kothanur,1170.0,3.0,3
6th Phase JP Nagar,1280.0,2.0,2
Rajaji Nagar,1224.0,2.0,2
Thanisandra,1694.0,3.0,3
Sarjapur  Road,1612.0,3.0,3
Murugeshpalya,1175.0,2.0,2
other,600.0,1.0,1
HAL 2nd Stage,1000.0,7.0,8
Horamavu Agara,1090.0,2.0,2
other,2295.0,3.0,6
other,1800.0,3.0,3
8th Phase JP Nagar,1046.0,2.0,2
Uttarahalli,1290.0,2.0,3
Electronic City Phase II,1065.0,2.0,2
Ambedkar Nagar,1850.0,4.0,3
Battarahalli,1097.0,2.0,2
Kalena Agrahara,1200.0,3.0,2
Varthur,2160.0,3.0,3
Anekal,1140.0,2.0,2
Thigalarapalya,1297.0,2.0,2
Padmanabhanagar,1150.0,2.0,2
Babusapalaya,1245.0,2.0,2
Nagarbhavi,1800.0,3.0,4
Brookefield,1594.0,3.0,3
Chandapura,645.0,1.0,1
